#OutID       RAout       DECout      mag_out     InID        RAin        DECin       mag_in      r           f(r)        df          f(df)       q(m)        n(m)        LR          Rel         flag        
151512       52.566332   -28.039973  0.0000      232634      52.566562   -28.038845  37.6638     4.145       1.220e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   3.732e-02   0.023       0           
151516       52.879472   -27.479103  0.0000      408248      52.880535   -27.479636  88.0611     4.281       9.242e-04   0.000e+00   1.000e+00   3.021e-01   9.869e-03   2.829e-02   0.126       0           
151516       52.879472   -27.479103  0.0000      408250      52.880502   -27.479610  421.8037    4.130       1.255e-03   0.000e+00   1.000e+00   3.023e-01   9.869e-03   3.843e-02   0.172       1           
151528       53.256012   -27.761716  0.0000      812880      53.256416   -27.761872  8.9077      1.559       4.272e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.307e+00   0.893       1           
151529       53.249200   -27.796460  0.0000      810187      53.249369   -27.796770  5.0483      1.270       5.203e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.592e+00   0.848       1           
151529       53.249200   -27.796460  0.0000      810203      53.250095   -27.796097  0.1891      3.474       4.182e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.280e-01   0.068       0           
151548       52.603424   -28.174213  0.0000      967273      52.602285   -28.174806  1.8975      4.620       4.462e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.365e-02   0.013       0           
151548       52.603424   -28.174213  0.0000      967275      52.603100   -28.173741  7.3022      2.063       2.751e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   8.419e-01   0.832       1           
151586       52.735708   -27.320485  0.0000      957175      52.735366   -27.320535  0.2229      1.244       5.286e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.617e+00   0.903       1           
151586       52.735708   -27.320485  0.0000      957314      52.735820   -27.319228  0.1701      4.542       5.304e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.623e-02   0.009       0           
151588       52.938240   -27.910807  0.0000      455049      52.937497   -27.910692  0.4307      2.707       1.312e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   4.015e-01   0.515       1           
151588       52.938240   -27.910807  0.0000      455154      52.938379   -27.909949  21.1450     3.128       7.248e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.218e-01   0.284       0           
151591       52.345427   -27.672501  0.0000      685361      52.346174   -27.673588  0.8581      4.748       3.347e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.024e-02   0.024       0           
151591       52.345427   -27.672501  0.0000      685374      52.344345   -27.672765  0.4899      4.010       1.589e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   4.861e-02   0.115       0           
151591       52.345427   -27.672501  0.0000      685423      52.344830   -27.671850  0.0024      3.179       6.711e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.053e-01   0.488       1           
151593       52.418883   -27.862586  0.0000      470506      52.418155   -27.863763  0.0621      4.983       1.925e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   5.892e-03   0.005       0           
151593       52.418883   -27.862586  0.0000      470561      52.419919   -27.863256  0.1780      4.443       6.577e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.012e-02   0.016       0           
